Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-11-04,The Naked Gun,2025,https://boxd.it/bBdzVN,3.5,Yes,"<i>“You can’t fight city hall.” “Yeah, it’s a building.”</i>

On my <a href=""https://letterboxd.com/katswnt/list/2025-ranked/"">2025 Ranked list</a>","w/ mom, w/ dad, love sucks movie fest 2025, notable fourth wall break, i love my mom, cops",2025-11-03
2025-11-05,Blood and Black Lace,1964,https://boxd.it/bBPjJ3,3.5,,"Visually gorgeous, and I’m under the impression you don’t come to this movie for the depth of the characters or the phenomenal dialogue. Hitchcock and Christie would have giggled. So many fun ways to die.","60s, love sucks movie fest 2025, !american, murder mystery, gorgeous cars, good cinematography, beautiful, good styling, smoke a j first, color grading perfection, visually gorgeous",2025-11-04
2025-11-07,Police Story,1985,https://boxd.it/bCRazV,4,,"This has: Jackie Chan stunts/fighting, Jackie Chan moonwalking, and Jackie Chan’s naked butt. What more could you want?","80s, love sucks movie fest 2025, !american, !in english, criterion collection, janus films, color grading perfection, cops, mooford loved this, so much fun, smoke a j first, mafia movie",2025-11-06
2025-11-08,Frankenstein,2025,https://boxd.it/bDCqqT,3,,"<i>“Can you contain your fire, Prometheus? Or will you burn your hands before delivering it?”</i>

To preface this, <i>Frankenstein</i> is one of my favorite books ever. I just went and found my copy from 9th grade and every single page is annotated. I found so much inspiration in Mary Shelley (and her mother, Mary Wollstonecraft) and her deeply feminist novel. Reading <i>Frankenstein</i> was one of the first times that I felt a deep emotional proximity to a time that came so long before mine. I now spend much of my time chasing art that gives me that feeling. Shelley wrestled with topics around gender/sex that a naïve fifteen year old me thought women of yore must have only approached imprecisely and indelicately. I remember being so shocked by Shelley’s care and creativity when exploring ideas like the creation of life (and its sanctity), how we are reflected in the world by our creations, and how women operate in a world that so values them for their ability to create particular things (people, certainty not novels).

I’m embarrassed to say I haven’t read the book in ~5 years, so I will plow through the aforementioned copy and update my review if my opinions change.

I am not an adaptation purist, and am of two minds here. One is that it feels as though this adaptation is for those who love the book: Elizabeth serves to bring in more explicit ties between the Creature and parenthood, the Creature is very literally a construction of ideal masculinity, and Frankenstein’s ego is all the Prometheus-ity someone familiar with the book would need. If you’ve read the book, this is a beautiful visualization of a world with which you are familiar. Guillermo del Toro was made to make such a movie, and we had fun for two and a half hours! 

The other part of me, however, is left disappointed by the lack of adherence to the most interesting parts of Shelley’s novel. In this movie, Frankenstein and the Creature are not clearly two sides of the same coin. We get a clever nod to Frankenstein seeing himself as God during the confession scene, but his performance in the tribunal failed to convey his hubris in a meaningful way. The role of women and mothers seemed relegated to the dead wife montage in Frankenstein’s origin story. Finally, the notion of obligation for that which we create is almost mocked as Frankenstein repeatedly ridicules the Creature’s desire for a companion; we’re nearly browbeaten into agreeing that no other Creature should ever be created, which is an argument that could have been won with nuance and compassion. 

Jacob Elordi and Mia Goth were standouts. Oscar Isaac is normally a favorite, but I felt he didn’t do a particularly great job as Frankenstein himself. Practical sets get applause yet everything looked digital. Costumes were simply sumptuous 🤌. Excited to re-read and then re-watch.

On my <a href=""https://letterboxd.com/katswnt/list/2025-ranked/"" rel=""nofollow"">2025 Ranked list</a>","2020s, love sucks movie fest 2025, w/ briana, bechdel fail, hey that's the name of the movie, needs a rewatch, long review",2025-11-07
2025-11-11,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/bFZnd7,3.5,,"<i>“What did you shoot him with, an air rifle?”</i>
<i>“Look, we grow weed. We're not mercenaries.”</i>
<i>“You don't say.”</i>

Love a fabulous directorial debut, love an insanely quotable script, love a London accent, love a heist, love Vinnie Jones, love weed, love crazy shit. Some really fun shots in this. Hell fucking yeah!!!!!!!!!!","90s, love sucks movie fest 2025, w/ dad, i love my dad, directorial debut, heist movie, so much fun, good dialogue, smoke a j first, !american, bechdel fail, good score",2025-11-10
2025-11-12,Bugonia,2025,https://boxd.it/bGH5ax,4.5,,"<i>“No gaming, no vaping, no whacking it.”</i>

FUUUUUCKKKK!!!!! God, Yorgos does such a good job at making you feel smart while watching his movies without making you feel like you’re above the movie. My friends and I spilled out of the theater *HUGE SPOILERS* yammering on about when we each thought Michelle was an actual alien (Hannah got it first). I called Don’s suicide earliest, and I was the only one who thought the closet actually was the transporter (see what I mean about making me feel smart?). 

So tense and alien and quick. Sometimes wished it was a little bit more delicate in emotional moments, but Emma Stone and Jesse Plemons did a ton of heavy lifting there. Such astounding performances. WOW.

Visually gorgeous. Loved that shallow depth of field as a pretty literal cue to focus on what’s happening in front of you.

I understand your gripes with the ending, but the series of shots of earth post-bubble pop actually brought a tear to my eye. Soooo I liked it

On my <a href=""https://letterboxd.com/katswnt/list/2025-ranked/"">2025 Ranked list</a>","2020s, love sucks movie fest 2025, w/ hannah, w/ jill, w/ emily r, theater, good cinematography, beautiful, good acting, incredible performance, good score, needs a rewatch, idk how to rate this, color grading perfection, stressful!",2025-11-11
2025-11-14,Reservoir Dogs,1992,https://boxd.it/bHTj9r,3.5,,"<i>“I didn’t create this situation, I’m dealing with it!”</i>

“When your mom and I were just married we lived in Michigan for a bit, and her parents—your grandma and grandpa… obviously—came up for a couple of days to visit. I went down to the Blockbuster to rent a movie for us all to watch and I picked this. So I had to sit on the couch between Galen and Gwen during that entire opening discussion. I don’t think I’ve seen this movie since.” - my dad","90s, love sucks movie fest 2025, directorial debut, bechdel fail, stressful!, idk how to rate this, good soundtrack, w/ dad",2025-11-13
2025-11-16,One Battle After Another,2025,https://boxd.it/bJoM9h,4.5,,"<i>“Don’t panic, Bob. Don’t fucking panic.” *hits roach*</i>

Cannot wait for the first academy award for casting to go to this casting team. Every performance in this is incredible. Literally every single one.

Fucking awesome. PTA has this ability to make me feel like I both have no idea what’s happening and also I do know exactly what’s happening. Not really sure what to write rn but I had so much fun. This was just excellent.

Make sure to watch with your dad.

On my <a href=""https://letterboxd.com/katswnt/list/2025-ranked/"">2025 Ranked list</a>","2020s, love sucks movie fest 2025, w/ dad, i love my dad, good score, good cinematography, good acting, good casting, good dialogue, hey that's the name of the movie, stressful!",2025-11-15
2025-11-19,Dune,2021,https://boxd.it/bLtYRt,4.5,Yes,"<i>“My father once said ‘a great man doesn't seek to lead; he is called to it, and he answers.’ But if your answer is ‘no,’ you'd still be the only thing I ever needed you to be: my son.""</i>

I had a truly horrific day today. Just profoundly bad. Shocking, really. No good. Needed a comfort movie, and as I was scrolling through my watchlist Hans Zimmer’s beautiful little score came floating through my noggin’. Thank god, because this fixed my mood. That little vocal motif hits and the spirit rises right up out of my body. Gurney Halleck and Duncan Idaho on screen? Yeahhhh try frowning and being grumpy. Rebecca Ferguson and Oscar Isaac are married in this world? I float towards the couch to watch this like a cartoon character smelling a pie. Why haven’t I tried this as a mood booster before?

<a href=""https://boxd.it/bDCqqT"" rel=""nofollow"">I just wrote a long review of Frankenstein</a> that stated that I couldn’t decide whether the movie benefitted from the viewer’s familiarity with the source material. <i>Dune</i> does not struggle in the same way. It is not fan service but offers plenty to devotees of Frank Herbert’s novel; Denis Villeneuve manages to bring the original text to life such that you’re constantly thinking “that’s exactly how I pictured it!” On the flip side, I know you don’t need to have read the book first to fall in love with this movie because my first encounter w the Dune universe was through this film! Its confidence in its world building, characters, and story is such that you’re sucked in and have complete faith that you’ll know what you need to know when you need to know it. I feel like so many fantasy movies/books struggle here, and Villeneuve was able to mirror Herbert’s strength in the area. 

Visually stunning, incredible score and sound, great casting, costumes and environment were perfect. Wowowowow

It should be made illegal to watch these anywhere except an IMAX theater. I have an incredible and MASSIVE tv with a kickass sound system and it wasn’t enough.","2020s, love sucks movie fest 2025, w/ dad, good cinematography, beautiful, good acting, good styling, good dialogue, smoke a j first, good score, hey that's the name of the movie, best cinematography winner, best sound winner, best original score winner, best production design winner, best editing winner, best special effects winner",2025-11-18
2025-11-22,Memories of Murder,2003,https://boxd.it/bNoSXj,4.5,,"<i>“Kind of plain.” “In what way?” “Just… ordinary.”</i>

Was feeling crummy on a Friday night and so duhhhhh I thought “let’s watch a movie about a serial rapist/killer to lighten the mood.” Somehow worked, though!! Such is the power of Bong Joon Ho. 

- Amazing performances from Song Kang-ho and Kim Sang-kyung
- Stunning shots
- More jump kicks than you could ever expect
- Glad to see police misconduct knows no borders
- Impressive how quickly rain and red clothing begin to fill you with dread
- Bureaucratic and political rot comes for us all
- The panic and upset and unraveling affecting all the cops equally… yeah. I’d sell juicers too.","2000s, love sucks movie fest 2025, !american, !in english, notable fourth wall break, criterion collection, neon, good cinematography, good acting, good score, cops",2025-11-21
2025-11-24,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/bOXxsD,5,Yes,"<i>“When will I know I’m ready?” “You won’t, Miles. It’s a leap of faith.”</i>

Sometimes the cinema gods take your semi-random movie choice and bless you with a film that tells you something you really need to hear. Today was such a day.

It’s interesting when you start identifying more with the adults than you do the teenagers. When I first saw this I really connected with Miles, but it’s been 7 years since this came out and now I feel a lot closer to Peter Parker. Don’t know when that switch happened, but it’s cool to notice!

<i>“How do I know I’m not gonna mess it up again?” “You won’t.”  “Right. It’s a leap of faith.”</i>","2010s, love sucks movie fest 2025, w/ emily r, beautiful, so much fun, good dialogue, smoke a j first, good score, good soundtrack, best animated movie winner, visually gorgeous, superheroes, nyc",2025-11-23
2025-11-27,Lady Vengeance,2005,https://boxd.it/bR0S2P,4,,"<i>“The angel inside me only appears when I invoke it.”</i>

Went into this in a kind of weird headspace so I feel like maybe I’m wrong when I say the first half and the second half didn’t quite come together as well as I think they could have. I feel like <i>The Handmaiden</i> did this masterfully, and unfortch <i>Lady Vengeance</i> didn’t quite stick the landing. I loved both halves independently (the second more than the first), but their interplay left something to be desired.

Lee Young-ae gave an amazing performance. Loved the ensemble at the end. Love a female revenge story. Pretty funny, and comedic relief always came at the right moments. 

This is my second Park Chan-wook but he seems to have such a skill for making anything seem truly cinematic.","2000s, love sucks movie fest 2025, revenge, !american, !in english, female writer, notable fourth wall break, good cinematography, beautiful, incredible performance, good for her",2025-11-26
2025-11-28,The Square,2017,https://boxd.it/bRuIOz,3,,"“People post about women…” *shot of a woman in the meeting* “the lgbtq, the racialized…” *shot of a woman w a funky haircut and a black guy in the meeting* woooow how meta how tongue in cheek the movie is doing what it makes fun of. 

Like, guys, I get it. I really do. I just found it so discordant in a way that did little to further its thesis that I cannot say I enjoyed it nor found it interesting. At one hour in I thought to myself “Jesus Christ we’re only one hour in?” At the hour forty five mark I thought to myself “holy shit only 45 more minutes have passed?” If you are not going to entertain me you must at least offer food for thought, but this gave little to gnaw on. I wish the scope had been less ambitious; there were a few interesting movies in here that would have all been worthy of pursuit.

I think the parts that worked best were the employee party, the sex scene between Christian and Anne, the moment Christian is revealed to be a father, and the gala dinner. These were the moments in which I felt the audience and the movie were on the same side of the conversation we were having with the subject matter. 
- Employee party was a nice way to explore that trope of self-serious people pretending to let go because it felt really fun to see how seriously everyone took the task of letting go. The dynamic of a work event is a nice lens for this!
- The sex scene was an interesting way to show performance and self-consciousness and fundamental disconnect put filters on how we interact with others at our theoretically most stripped down (literally). Everything is weird but we do what we think we’re supposed to do and what we think is normal and it just results in everyone having a weird and bad time. 
- Christian being a dad is such a duh because it so fits with how self centered he is. Of course we wouldn’t know about his kids, they have zero impact on his life if they’re not in front of him.
- Gala dinner was pretty heavy handed but I liked it anyway. I think women watching the movie would have the same instinct I did, which is that giving permission for a man to behave as a “wild animal” will inevitably lead to sexual assault. I also think women and men would have a very different assumption about how help would arrive; I can imagine male audience members feeling as though they’d intervene earlier, while female audience members would be unsurprised by the lack of help. Watching the artist and curator have no idea how to interact with the art was probably meant to be a larger part of that scene, but that was less interesting to me. 

But then we get scenes like the apology video. Ohhhhh my god I get it Christian is making it about him and about bullshit and missing 100% of the point. Oh my god I get it. Oh my god. Like, lots of ideas and very little execution!!

I didn’t like this movie and wrote this much because I feel like I need to justify that dislike. I don’t like having to spend so much of a movie thinking about all the ways it fell short.","2010s, love sucks movie fest 2025, !american, !in english, palme d'or winner, hey that's the name of the movie, long review",2025-11-27
2025-11-28,Bridesmaids,2011,https://boxd.it/bRA22l,4,Yes,Family movie night. Youngest person present was 24 years old. Mom still skipped the sex scene at the beginning :/,"2010s, love sucks movie fest 2025, w/ mom, w/ dad, w/ emily, so much fun, good dialogue, hey that's the name of the movie, gay halloween, nostalgic <3, female writer",2025-11-27
2025-11-30,Wicked: For Good,2025,https://boxd.it/bSMprV,2.5,,"Take a shot every time they say “clock tick”

On my <a href=""https://boxd.it/DV4Ae"" rel=""nofollow"">2025 Ranked list</a>","2020s, love sucks movie fest 2025, w/ emily r, theater, musical, fabulous title card",2025-11-29
2025-12-01,Knives Out,2019,https://boxd.it/bTOVMz,4.5,Yes,"<i>“An envelope? That worked?” “An envelope of <b>cash</b>.”</i>

One day Rian Johnson woke from a dream in a panic. “My god,” he said. “There is a young woman attending Wellesley College who has read every single story ever published by Agatha Christie, and she needs me right now.” Thus <i>Knives Out</i> was born. 

Nobody needed to tell me that the exterior of the Thrombley house was filmed at the Hunnewell estate. You can see Wellesley’s campus in the establishing shot there, and I can recognize those turrets drunk in the dark without my glasses (ask me how I know). I’ve walked past that house ~100 times. I’ve driven those streets more times than I can count. Benoit Blanc is in my neighborhood, and his version of Christie’s Belgian detective is hanging out outside of Moody’s and cruising down Washington St at 52 mph. 

While this doesn’t lift directly from a Christie story (I would know), Benoit Blanc is very clearly Hercule Poirot. Great choice to have him switch to being Southern; the accent is similarly disarming and similarly charming. Daniel Craig gives a career best performance as Blanc, and it’s so fun to watch him have fun. I liked the choice to not give him a Hastings; Marta functioned as the hapless-sidekick-to-whom-things-would-be-explained, but her having inside knowledge gave it a Roger Ackroyd twist that was super satisfying as a viewer.

Toni Collette was a casting masterstroke. She’s doing things here that no one else is doing. Ana de Armas crushes it. Chris Evans perfectly cast too. Lakeith Stanfield… you are a genius and also you should call me. 

Beautifully lit. Beautiful sets. Lots of good camera work. Dialogue rocked. Directing rocked.","2010s, love sucks movie fest 2025, something wellesley this way comes, good acting, so much fun, good styling, good dialogue, massholes, murder mystery",2025-11-30
2025-12-02,Glass Onion,2022,https://boxd.it/bUrclV,3,Yes,Really suffers from not being in a moody Wellesley mansion,"2020s, love sucks movie fest 2025, murder mystery, notable fourth wall break, so much fun, w/ emily r, hey that's the name of the movie",2025-12-01
2025-12-06,Hot Rod,2007,https://boxd.it/bWNsqz,4,,"<i>“Pools are perfect for holding water, man”</i>

Give yourself the gift of getting pretty stoned and watching this movie. 

Andy Samberg is so hot.","2000s, love sucks movie fest 2025, w/ briana, watched in tahoe, smoke a j first, so much fun, good dialogue, feeling seen",2025-12-05
2025-12-07,Charlie's Angels,2000,https://boxd.it/bXB86J,2.5,Yes,The most beautiful woman in the world is Lucy Liu. The most charming woman in the world is Cameron Diaz. The coolest woman in the world is Drew Barrymore.,"love sucks movie fest 2025, w/ briana, watched in tahoe, suspicious wig work, gorgeous cars, spy movie, nostalgic <3, gay halloween, camp",2025-12-06
2025-12-07,Charlie's Angels: Full Throttle,2003,https://boxd.it/bXF8yh,3,Yes,Natalie had a 1963 Ferrari 250 GT Spyder California so now I want a 1963 Ferrari 250 GT Spyder California,"love sucks movie fest 2025, w/ briana, watched in tahoe, gorgeous cars",2025-12-06
2025-12-08,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/bYwp3h,3.5,,The drift through shibuya crossing should have clinched this for best picture,"2000s, love sucks movie fest 2025, gorgeous cars, so much fun, smoke a j first, camp, idk how to rate this, w/ briana, mafia movie, dubious accents, bechdel fail, watched in tahoe",2025-12-07
2025-12-14,Pearl,2022,https://boxd.it/c2uepj,3.5,,"<i>“I know what I've done, the bad things, terrible, awful, murderous things. I regret them now, but I liked how they felt.”</i>

- Mia Goth………………… amazing
- Love this version of Oz
- Amazing end credits","2020s, love sucks movie fest 2025, a24, incredible performance, female writer, hey that's the name of the movie",2025-12-13
2025-12-14,Wake Up Dead Man,2025,https://boxd.it/c2Fo6t,4,,"<i>“Like in Star Wars?” “Exactly. Like the rebels.”
</i>
I’m trying to write a review for a movie I greatly enjoyed and I can’t! Had a bad day today, and Father Jud’s “daily bread” has really stuck in my noggin. As a nonreligious person, the places faith shows up in my life often surprise me, but recently I mostly notice it (or the lack thereof) as faith in myself. I’ve been spending a lot of time trying to find that “daily bread.” <i>Wake Up Dead Man</i> is not a particularly heavy meditation on what keeps the faith, but for some reason my takeaway from it was that most people have to wake up every day and work pretty fcking hard at keeping that torch lit. That felt good (“my experience is common, I’m not alone”) and bad (“great, so it’s gonna be like this forever”). Kinda weird that a murder mystery struck such a nerve, but life is kinda weird right now. 

Really loved how they captured the way light changes when clouds cover the sun. Josh O’Connor and Glenn Close were amazing. Greatly benefitted from its geographic return to the Northeast. Heavily underutilized Andrew Scott.","2020s, love sucks movie fest 2025, murder mystery, so much fun, good acting, good dialogue, w/ dad, w/ mom",2025-12-13
2025-12-18,Elf,2003,https://boxd.it/c67A2r,3.5,Yes,"<i>“I've got houses in L.A., Paris and Vail. In each one, a 70 inch plasma screen.”</i>

I can’t help but love this movie. Why do all movies filmed in the early 2000s look this perfect? I wanted to move to NYC as a child because I saw <i>Sleepless in Seattle</i> so many times the tape started degrading. Twenty years ago my mom would make us tea and get the Trader Joe’s schoolbook cookies and tuck us into the couch and we’d watch these cool-toned rom-com panavision-shot movies. Tonight she made tea just the way I like it and brought the cookies out and we giggled and it was perfect. Merry Christmas <3 

All that is to say that I would love this movie even if the cast wasn’t executing this story at this level. 

Will Ferrell and Zoey Dechanel have the exact right chemistry, which is hard when you’re playing a literal elf!","2000s, holiday movie, love sucks movie fest 2025, so much fun, w/ mom, i love my mom, hey that's the name of the movie, nostalgic <3, nyc",2025-12-17
2025-12-20,Anatomy of a Fall,2023,https://boxd.it/c7VoXf,4.5,,"<i>“If I imagine my mother doing it, I can’t understand. But if I imagine my father doing it, I think I do understand.”</i>

This morning my dog had surgery, so I wanted to do a chill movie night with her so she could recover on the couch next to me in the quiet and the dark. Probably could have picked a better movie for that, given my wracking dog-health-related sobs.

Sandra Hüller and Milo Machado-Graner were incredible. What a story, what a script, what execution. 

<i>Marge: When we lack an element to judge something, and the lack is unbearable, all we can do is decide. To overcome doubt, sometimes we have to decide one way over the other. Since you need to believe one thing but have two choices, you must choose.
Daniel: So you have to invent your belief?
Marge: Yeah, well.. in a sense.</i>","2020s, love sucks movie fest 2025, palme d'or winner, !american, !in english, criterion collection, female director, female writer, best screenplay winner, neon, good acting, incredible performance, mooford loved this",2025-12-19
2025-12-21,Terminator 2: Judgment Day,1991,https://boxd.it/c9desL,3,,Gonna hit shoulders tomorrow,"90s, love sucks movie fest 2025, w/ mom, w/ dad, w/ henry, smoke a j first",2025-12-20
2025-12-23,It Was Just an Accident,2025,https://boxd.it/cbtAET,4.5,,"Chills and tears and nausea for the last ten minutes of the movie

Cops pulling out the credit card machine made me laugh out loud","2020s, love sucks movie fest 2025, palme d'or winner, !american, !in english, stressful!, neon, good cinematography, good acting, hey that's the name of the movie, criterion collection",2025-12-22
2025-12-24,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/ccBw2r,,Yes,Fiona Shaw tore,"2000s, w/ mom, w/ emily, w/ dad",2025-12-23
2025-12-25,No Other Choice,2025,https://boxd.it/cdiRCh,4,,"<i>“How many times must I say it?! Losing your job is not the problem! How you deal with it is!”
</i>
- The cinematography and editing and colors are all just amazing
- Such great performances from the entire cast
- Yall are just saying this is 2025’s <i>Parasite</i> because both films are Korean 🤨
- Lee Byung-hun giving Mads Mikkelson vibes in this dance scene
- Really really loved how this movie snuck in a ton of different relationships without making this an overwrought “relationship movie.” The two main marriages (Yan-su/Mi-ri and Beom-mo/A-ra) contrasted in really cool ways, and I loved both parents’ very different relationships with each kid
- I too take my bra off in situations in which the presence of nipples will be advantageous to me","2020s, love sucks movie fest 2025, neon, !american, !in english, mooford loved this, good cinematography, good editing, good acting, hey that's the name of the movie, stressful!",2025-12-24
2025-12-25,The Mastermind,2025,https://boxd.it/cdtJRF,2.5,,"<i>“Draft dodgers, radical feminists, dope fiends… nice people.”</i>

First: yayyyy Framingham, Mass representation!!!

I mean, sure. Feels like a lot of half-baked ideas. First 30 minutes were awesome, then I spent the rest of the movie waiting for it to end. I know the point was to look at masculinity and heist movies as a genre and whatever but I just couldn’t take it. Visually really beautiful; loved the grain and color and softness. Started out loving the score and then it felt overplayed. Same with the 70s of it all. I just spent the whole movie going “okay I get it”","2020s, love sucks movie fest 2025, massholes, heist movie, good score, hey that's the name of the movie, female writer, female director, good cinematography",2025-12-24
2025-12-25,How the Grinch Stole Christmas!,1966,https://boxd.it/cdC0F3,,Yes,Max deserved so much better :(,"60s, holiday movie, mooford loved this, w/ mom, w/ henry, w/ dad, beautiful, bechdel fail, nostalgic <3",2025-12-24
2025-12-25,Rudolph the Red-Nosed Reindeer,1964,https://boxd.it/cdHCOd,,Yes,Everyone deserved better :(,"60s, w/ emily, w/ mom, w/ dad, w/ henry, holiday movie, hey that's the name of the movie, nostalgic <3",2025-12-24
2025-12-26,Fantastic Mr. Fox,2009,https://boxd.it/ceT9sF,5,Yes,"<i>We're all different. Especially him. But there's something kind of fantastic about that, isn't there?</i>

This movie is so core to my family that my dad and sister have matching tattoos of the wolf raising his fist. We all know every line. I’ve seen this movie at least a dozen times. It usually just brings comfort, but this time I thought about what it means to change and who will be there for you while you do. Mr. Fox needed to get his shit together in a very different way than I feel I need to get mine, but I saw a lot of myself in him this round. I love when you get to watch a movie and find a whole new emotional angle.

Today I had a weird, mostly beautiful day. Holidays carry a lot of feelings. What was I doing during Christmas last year? Does this Christmas look like how I thought it would? What will next year’s Christmas look like? Who will I be then? Will she be wiser, stronger, or smarter? Will she look back on me with kindness, pity, or understanding? Who will be by my side then?

While watching, my whole family kept interrupting to tell each other how happy we are to have each other and how different and weird we all are. I cried a few times thinking about how much we all change over time and yet, no matter what, always come back together to be ~different~. I don’t know who Kat will be next Christmas, but I know she’ll be different and be surrounded by people who love her. That’s what matters.

Hm. Weird review to write about *this* movie. Art moves us, I guess.

<i>I think I have this thing where I need everybody to think I'm the greatest, the quote-unquote Fantastic Mr. Fox. And if people aren't knocked out and dazzled and slightly intimidated by me, I don't feel good about myself.</i>","2000s, love sucks movie fest 2025, w/ mom, w/ dad, w/ henry, w/ emily, beautiful, so much fun, good dialogue, criterion collection, bechdel fail, nostalgic <3, i love my dad, visually gorgeous, hey that's the name of the movie, long review",2025-12-25
2025-12-27,Sentimental Value,2025,https://boxd.it/cfFEXv,5,,"<i>""It's hard to love someone who is full of anger.""</i>

Sometimes it’s painful for me to engage with art that shows me an unflattering version of myself. Nora is intentionally unreadable and wants nothing more than a home. She desperately wants those around her to see her, and yet nothing is scarier to her. She asks her father why he disappeared and how he could possibly think he knows her because the alternative—him knowing her and choosing to stay away—is much, much worse. She is only able to express herself through her art, because the moment someone indicates they want to try knowing her is the moment she withdraws. Nora and Rachel’s conversation about whether the character’s sadness is “such an overwhelming part of her” and is “just the cause of everything, or is… a symptom of something deeper” is the closest we see Nora allow someone to get to her, and that’s only because her defenses were down. I’m happy to say I (mostly) no longer feel like Nora; my desperation to be seen is turning into a love for those who see me, and I’m much better at letting more of myself be known now. 

When Gustav is asking Nora to be in his movie, he tells her that “it’s hard to love someone who is full of anger,” but that is exactly what this movie makes it so easy to do. In a story about how artists use their art to convey emotions they otherwise have no access to, we see Gustav literally try to script and direct a repair with his eldest daughter. She refuses to participate in the movie Gustav is asking her to star in, but is still dragged into the emotional turmoil brought by her father’s return. The movie is the vehicle for understanding whether she participates in it or not (sidebar: it's funny that I am pulling a Gustav here, and using a movie as a safer proxy to talk about my year and my feelings). Nora and Gustav are flawed and actively make it hard to care for them, but we see (far more than they do) how easy it is to love them. Agnes is the key here, and her ability to show her love for her family members gives both Gustav and Nora an example they tentatively hope they can follow.

Stalin has that quote about decades where nothing happens and weeks where decades happen; this year has felt like a series of weeks-where-decades-happen for me, and it felt like Sentimental Value portrayed the same thing. Sometimes we are pulled—ready or not—into growth and change and progress that feels stagnant while within it and profound once you’re out. This year it has felt like time keeps bunching up into these weird, shattering moments. Many of these moments were about being a sister and what it means to care for others, so I'd like to thank Trier for reaching into my brain while writing this movie.

When Nora said she didn’t need therapy because she knew too much about herself already, I was reminded of times when I’ve felt like Nora and knew, subconsciously, that cracking the door would lead to more change than I felt ready for. Nora’s attempt to keep the door held was visibly exhausting and clearly tormented her, and yet it was clear that Nora was trying to take care of herself in the only way she knew how. Instead of an overwrought self-pity party, Renate Reinsve’s astounding performance makes us sympathize with Nora without feeling frustrated at her emotional constipation. 

That final scene of the Borgs actually filming the movie made me cry for many reasons, one of which was that it was an example of how things that previously felt impossible become real once you’re able to untangle your own emotional knot a little bit. I certainly imposed this feeling on Nora a bit here, but this year I’ve continuously found myself in situations I thought myself unequipped to handle, only to surprise myself by how well I navigate them. Much like Nora’s stage fright in the first scene, sometimes it doesn’t matter if you’re ready to go out on stage because you just have to <i>go</i>.","2020s, love sucks movie fest 2025, w/ dad, w/ mom, neon, !american, !in english, hey that's the name of the movie, movie about making movies, good cinematography, beautiful, good acting, good styling, incredible performance, feeling seen, i love my dad, long review, criterion collection, profile",2025-12-26
2025-12-27,Friendship,2024,https://boxd.it/cg53cz,3,,"<i>“Ow, I got water on me!”</i>

I got super stoned and watched this with my parents. Craig is sooooo my dad in so many ways that we all kept staring at each other and giggling","2020s, love sucks movie fest 2025, smoke a j first, w/ dad, w/ mom, good dialogue, hey that's the name of the movie, bechdel fail, i love my dad, directorial debut, a24, stressful!",2025-12-26
2025-12-29,Millennium Mambo,2001,https://boxd.it/chQchh,4,,"This was so beautiful, and I thought the way Hou played with portraying Vicky's interior vs showing her as a figure/character was really excellent. I loved her relationship with Jack. I started out thinking he was great, and then was filled with dread as I realized who he'd actually be to Vicky and we watched the cage get padded. I think Hou's decision to set this as Vicky-in-10-years telling us about the present day was genius; I felt Vicky was a reliable narrator, and think it's so cool that she was able to show such a realistic and unflattering portrait of her time ten years ago. It's hard to do that without over explaining yourself or trying to desperately demonstrate how you've grown from such an experience, so I think the way Hou went about demonstrating her interiority was super interesting!!!

Goes without saying that this is visually STUNNING. GORGEOUS. BEAUTIFUL.

Watching this on a Sunday morning a teeeeeeensy bit hungover and idly sad about a breakup meant that this did not hit in the way I know it could. Need to see it in the theater on a dark night when I can be emo and walk down Mission St pretending to be fundamentally misunderstood. Teenage me would have been obsessed with this.","2000s, !american, !in english, good cinematography, beautiful, love sucks movie fest 2025, bechdel fail, color grading perfection, visually gorgeous, female writer",2025-12-28
