Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-03-15,Cléo from 5 to 7,1962,https://boxd.it/97ETJ1,5,,"<a href=""https://boxd.it/oncKx"" rel=""nofollow"">vee said it best</a>

Editing on April 13 to say I am still thinking about this movie ever single day

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","60s, criterion collection, janus films, female director, female writer, mooford loved this, beautiful, good acting, good cinematography, good styling, needs a rewatch, feeling seen, gay halloween, !american, !in english, b&w",2025-03-14
2025-03-16,Mickey 17,2025,https://boxd.it/98JzgR,4,,<i>Look at him! You tased him once and he looks like he boofed an electric eel</i>,"2020s, good acting, good cinematography, good dialogue, incredible performance, w/ emily r, frankie core, w/ briana, w/ oliver, w/ hannah, w/ eleanor, needs a rewatch, metreon, imax, theater",2025-03-15
2025-03-18,Escape from New York,1981,https://boxd.it/9a2lC7,2.5,,Loved when radical anti-U.S.-government terrorists crashed a plane into a Manhattan skyscraper and then Kurt Russell landed a plane on top of World Trade 1. Really truly a movie you could not make today.,"80s, smoke a j first, good score, gay halloween, i love my dad, cops, one day, nyc",2025-03-17
2025-03-21,Le Bonheur,1965,https://boxd.it/9bkYZ5,5,,"<i>“What I love I can have every day.”
</i>
Decorating my wood shop with pinups that all look like my wife that I cheat on #swag

Need to make a list of male characters I could literally punch in the face. Francois is a motherfucker and a cute-postal-worker-fucker and Agnes Varda is a genius. Maybe my second list that comes from this movie is “movies dudebros would take the wrong message from.” This is only my second Varda film but I think I’m gonna have to watch the rest of her movies right this second or I could explode. 

<i>Le Bonheur</i> is the type of perfectly seamless fantasy world that so many other artists dream of. I would love to hear her do a <i>Directors on Directors</i> with Yorgos Lanthimos and Wes Anderson; I am astounded by how they create new worlds that really look like ours if you aren’t paying attention.

Maybe the most visually beautiful movie ever???? Every frame a painting as fuuuuuck","60s, janus films, criterion collection, female director, every frame a painting, beautiful, good cinematography, needs a rewatch, good score, good acting, !american, !in english, female writer, something wellesley this way comes",2025-03-20
2025-03-21,The Shining,1980,https://boxd.it/9bndfv,4,,"Shelly Duvall supremacy <3

This movie is actually (and obviously) all about Wendy","80s, national film registry, bechdel fail, beautiful, good acting, good cinematography, incredible performance, good editing, needs a rewatch, i love my dad, female writer",2025-03-20
2025-03-23,Rafiki,2018,https://boxd.it/9czXnN,3.5,,"<i>“We’ll be something…” “real?”</i>

Trying to put more of the notes I write in my actual letterboxd reviews….

- The chemistry between Kena and Ziki is awesome
- Kena falling for Ziki while Ziki wears a tank top that says “bad news” is so cute
- Kena going from pushing Ziki’s hand away in church because tender queer love wasn’t possible to being forced to allow dozens of hands on her to pray the gay away :///////////
- I like how the characters are framed as they move through the spaces. Seeing them through curtains and clotheslines and shops and doorways makes it super clear where they are and makes this movie feel that much more intimate","2010s, female director, !in english, !american, beautiful, good acting, good cinematography, female writer",2025-03-22
2025-03-23,House,1977,https://boxd.it/9cCATR,4.5,,"Me when my name is Gorgeous and my friends are named Fantasy, Kung Fu, Prof, Mac, Sweet, and Melody","70s, janus films, criterion collection, !american, !in english, so much fun, beautiful, good styling, smoke a j first, needs a rewatch, they matched each other's freak, good score, halloween vibes, gay halloween, top2025, topstats, mooford loved this, surrealism, bechdel super pass",2025-03-22
2025-03-23,Charlie's Angels,2000,https://boxd.it/9cLMcj,2.5,,"<i>“Ya know, I signed that release waiver so feel free to just stick things in my slot!”</i>

Could have sworn I’d seen this when I was younger, but I couldn’t remember very much and something this perfect would have really resonated with young me. 

Is the ultimate watchable movie for me. It was crafted for me in a lab. So campy and fun, has that KidPix-era glow that you can only get from movies of this time.

Enjoyment: 5/5

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","2000s, so much fun, good styling, smoke a j first, nostalgic <3, gay halloween, they matched each other's freak, cunt classic, camp, '95 - '05, spy movie",2025-03-22
2025-03-27,Suspiria,1977,https://boxd.it/9f6fdD,3.5,,"<a href=""https://boxd.it/anf7n"" rel=""nofollow"">What Logan said.</a> 

I cannot overstate the aesthetic beauty of this movie. As someone who can really let the vibe of a movie carry me far, this movie was made for me to like it. I am certain this will become a favorite rewatch, but I think it’s because of how weak the performances are, the bonkers ADR, and the #vibe. 

Enjoyment: 5/5
Movie: 7/10","70s, !american, so much fun, good styling, beautiful, good cinematography, smoke a j first, needs a rewatch, gay halloween, halloween vibes, top2025, mooford loved this, malleus maleficarum, female writer, vampires, technicolor",2025-03-26
2025-03-28,The Love Witch,2016,https://boxd.it/9frT6J,3,,"<i>“Trisha says you drove her husband to suicide.” “So I was a bad girl! What’re you gonna do, punish me?”</i>

- Guess what this movie’s producer, writer, director, editor, production designer, set designer, art designer, costume designer, and composer all have in common? They’re all Anna Biller. Holy shit! It is astounding to see a movie that takes being from a singular perspective to such a literal level.
- I love how stylized this movie is. Such a beautiful technicolor campy 60s interpretation of the Philosophy of Witchcraft class I took my senior year of college. It is truly luxurious and sumptuous to hang out in this world for two hours. I felt like I had my hair in hot rollers and was wearing little maribou kitten heel
- Once dated a guy like Griff lowkey
- Me when my name is Dick and I get official portraits done of me and the woman I’m having an affair with

Enjoyment: 4/5","2010s, female director, so much fun, good styling, beautiful, good cinematography, gay halloween, halloween vibes, malleus maleficarum, female writer",2025-03-27
2025-03-28,The Discreet Charm of the Bourgeoisie,1972,https://boxd.it/9fuxDd,4,,"<i>“I don’t like Jesus Christ at all. Ever since I was a little girl I hated him.”</i>

This movie made me realize I don’t really know the difference between surrealism and postmodernism","70s, so much fun, good acting, smoke a j first, !american, !in english, criterion collection, they matched each other's freak, idk how to rate this, surrealism, best foreign language film winner",2025-03-27
2025-03-29,Holland,2025,https://boxd.it/9g4QBx,2,,Wants to be Fargo x Stepford Wives so bad,"2020s, female director, good acting, good cinematography, good score, watched in santa barbara",2025-03-28
2025-03-30,The Northman,2022,https://boxd.it/9grUi1,3.5,,"<i>“But know that we will never make you a free man. The stench of a lowborn slave cannot escape him.”</i>

I can't decide between a 7/10 and 8/10, but going with 7. I have only seen two Eggers films, this and <a href=""https://boxd.it/97cQ6f"" rel=""nofollow"">Nosferatu</a>. I want to give him immense credit for the production of this movie; at no point does the set feel like a set, and I was wholly immersed in this Viking-era revenge fantasy. His camerawork was occasionally perplexing, but I kept writing down things to google to check how historically accurate they were because it felt like Eggers really had fun creating this world! 

At the beginning of the movie, Willem Dafoe's jester makes a joke about the queen that Fjölnir takes poorly. Ethan Hawke (the king) defends the jester, saying that it was a joke and that he loves him very much so please don't kill him. Eggers tells us here that he wants us to watch this movie from a place of moral ambiguity. If you spend the whole 132 minutes going ""aww, geez, they killed that kid!"" this is a really bad movie for you to watch. THAT BEING SAID... Eggers, you gotta take somewhat of a moral stance on the dynamics we still see in 21st century America, dude. I think Eggers is trying to say something profound about women and how often they’re overlooked, even by the men who think they see them clearly, but it falls so flat. I was disappointed to see Amleth telling Olga he found the weapon with which he’ll kill Fjölnir and her immediately asking when he’ll do it and him answering with “when I must,” because Olga’s face doesn’t move to indicate that she was almost raped the night before and was very clearly hoping Fjölnir would die before he could try again. This is about Amleth’s revenge; we know that the world is a bit of unreliable and fantastical, but it is wild to me to include so much of the violence against women without actually giving a fuck about it.

Again, I understand that this movie is presenting the violence of the era without moral judgement; the rape of women is background, injuries are gratuitous, and that insane field hockey game is both fun and real war. I don't take umbrage with that. I find issue in its gesture towards women as ""important"" and ""ignored"" that hopes the viewers are able to just say ""yeah, and that's bad!"" without spending any time with why those gender dynamics are interesting or important to portray. I see a lot of ideas about power here, but I don’t think Eggers really engaged those ideas. 

Later, Olga has sex with Amleth! I do know that Olga is a whole person and a great number of slaves had enriching personal lives (or whatever you want to call this), but it feels like we’re missing a great deal of Olga’s personhood! This has no payoff for her (later, her dipshit boyfriend will jump off a boat to avoid being a responsible father (now I’m just being really uncharitable)). Of course Olga would want to have sex with Amleth, he’s so manly and masculine and man-ish and he is so devoted to his cause and manly, ooh. Come on. I don’t care that the mother, ooooh twist, didn’t fuck with her previous captor. Oh how crazy. I think we were supposed to note how women often run the show there, but what? There is so much sloppy ""look how everyone suffers"" that it really dilutes any messaging Eggers wanted to deliver.

Overall, this movie is really gorgeous and technically impressive and a Good Film. I think it's just all surface level and boring. In high school, a bunch of dudes in the grade below me started hosting these weekend parties where they whacked each other with nerf swords and ate rotisserie chickens with their hands (I was never invited, despite my long blonde hair and giant blue eyes). They would have LOVED this film had it come out in 2016.","2020s, bechdel fail, good acting, good score, good cinematography, beautiful, malleus maleficarum, mooford loved this, watched in santa barbara, zombies, revenge",2025-03-29
2025-03-30,Death Becomes Her,1992,https://boxd.it/9gyAP9,4,,"<i>“Now, a warning.” “NOW a warning?”</i>

FUCKING FIIIIIIIIIIIIIERCE!!!","90s, so much fun, good acting, good dialogue, halloween vibes, cunt classic, camp, watched in santa barbara, zombies, '85 - '95",2025-03-29
2025-03-30,American Psycho,2000,https://boxd.it/9gJH5J,4.5,,"A movie that could only be directed by a woman. What an awesome movie!!! I really want to read the book now, I feel like this is a story that would really change between the two mediums. What a wonderful reflection on capitalism and masculinity.","2000s, good acting, good cinematography, good dialogue, female director, good soundtrack, incredible performance, bechdel fail, female writer, watched in santa barbara, surrealism, perspicacious and prescient, '95 - '05, nyc",2025-03-29
2025-03-31,Drop Dead Gorgeous,1999,https://boxd.it/9h6DKf,4.5,,"“Amber, you have to go home! There’s been some kind of emergency at the trailer park!” “Relax, that’s my mom’s code for ‘bring home milk and a carton of Luckys.’”

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","90s, so much fun, good acting, good dialogue, camp, gay halloween, feeling seen, cunt classic, top2025, i love my mom, female writer, watched in santa barbara, mockumentary",2025-03-30
2025-03-31,Showgirls,1995,https://boxd.it/9hg54T,4.5,,"Idk really know how to rate or review this yet, I think I’ll need to sit with it for a while.

I went and read reviews. Everything most people find issue with are what I like about this movie; I particularly thought the performances were excellent, and I loved the dialogue. Elizabeth Berkley really swung for the hills and I thought it really worked!!

This reminds me of David Lynch, Agnes Varda, Wes Anderson, or Yorgos Lanthimos in that the world of <i>Showgirls</i> is meant to remind of us our own, but it’s heightened in a million ways in a million different directions. I’m not even sure I’d call this “camp.” It is so spiky and dialed in on its identity that I don’t want to call it satirical, either.","90s, beautiful, good styling, needs a rewatch, gay halloween, idk how to rate this, cunt classic, good for her, bay area mentioned, watched in santa barbara, showgirls!, '85 - '95, '95 - '05",2025-03-30
2025-03-31,Burlesque,2010,https://boxd.it/9hsRWX,2.5,,"“She told me I look like a drag queen!” *proceeds to lip sync for her life on the main stage in front of Chad Michaels*

Half star added for the cast","2010s, camp, watched in santa barbara, musical, showgirls!",2025-03-30
2025-04-01,Sweetie,1989,https://boxd.it/9hMoN3,4.5,,"<i>“I know, I’m as surprised as you are. It’s just… well, I’m destined to be with you.” “That’s a bit theatrical, isn’t it?” “Look, I wouldn’t bother you but I think it’s true.”</i>

<i>“Is that what she told you? She’s never been in a coma! She’s never even been unconscious!”</i>

- I love movies that lean heavily on symbolism and aesthetics, so this was perfect for me. The way Jane Campion had her characters interact with those symbols was really interesting; Kay, for instance, knew exactly why she had trouble with trees.
- When I saw the question mark on Louie’s forehead, I had to pause the screen and do a lap around the room. It made me tingle and scream and do a backflip. Absolute cinema ✋🏼🤩🤚🏼
- These shots are so gorgeous. I really love the color and the framing and the lens choices. I cannot figure out how to explain it, but they feel like they know they’re making a movie and know the limitations that visual media impose: if you see something, you know what it looks like and you can’t use your imagination. <i>Sweetie</i> knows this, and takes advantage.
- I think this is one of those movies where it could have only ended with the death of Sweetie. <i>Sweetie</i> takes place at any point in this family’s life, we just happened to be around to see it end. Sweetie had been that way forever and would be that way forever, as would her family. Their inability to recognize their situation meant that they would not be the ones to save themselves from it. There was no version of this movie that ended with Sweetie getting better or changing or leaving or any of the family members gaining any degree of separation from each other.

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","80s, female director, female writer, janus films, criterion collection, !american, good acting, beautiful, good cinematography, good dialogue, needs a rewatch, mooford loved this, watched in santa barbara, '85 - '95",2025-03-31
2025-04-01,The Red Shoes,1948,https://boxd.it/9hTar7,5,,"<i>“Don’t forget, a great impression of simplicity can only be achieved by a great agony of body and spirit.”</i>

- Technicolor is marvelous.
- I am in a cycle of thinking a movie made before 1970 might feel old and feature too many cultural differences for me to just fall into the film, and then watching said film and being shocked by how close and familiar everything feels. I could believe any of these people were alive today.
- An actual tear rolling out of my eyeball watching Vicky Page dance The Red Shoes on stage for the first time, then two more when they danced it again at the end.
- How did they do all this. How did they think of it. How did they manage it
- Basically perfect. Damn.

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","40s, !american, criterion collection, janus films, best production design winner, best original score winner, good acting, beautiful, good cinematography, good styling, good dialogue, needs a rewatch, gay halloween, good score, good editing, every frame a painting, watched in santa barbara, technicolor",2025-03-31
2025-04-01,To Die For,1995,https://boxd.it/9hYA6f,3.5,,"<i>“Everybody has to start somewhere! Do you know where Edward R. Murrow started?” “No, I don’t.” “No. Well, neither do I off the top of my head. But I don’t think it was at the top, do you?”</i>

When my first husband dies under mysterious circumstances, I too will place a boombox atop his grave and play All By Myself by Celine Dion

Taylor Swift, Keegan Allen, and Mike Messineo did amazing work in this","90s, good styling, criterion collection, incredible performance, gay halloween, cunt classic, good for her, watched in santa barbara, '85 - '95",2025-03-31
2025-04-02,Multiple Maniacs,1970,https://boxd.it/9igAVN,3.5,,"<i>“My conscience is so immaculately clean that I fear I nitpick when trying to search my soul for any immoral acts that I may have committed.”
</i>
Divine is everything. This movie works because of how much love John Waters has for every thing and every person on screen. I love when everyone is very clearly making the same movie.","70s, janus films, criterion collection, so much fun, good styling, good dialogue, smoke a j first, camp, gay halloween, cunt classic, watched in santa barbara, one day",2025-04-01
2025-04-02,Persona,1966,https://boxd.it/9ikxnr,5,,"<i>“Don’t you know it’s bad luck to compare hands?”</i>

This movie slapped me across my face then dunked me in cold water then laid me out to burn in the sun","60s, janus films, criterion collection, !american, !in english, bechdel super pass, good styling, good acting, beautiful, good cinematography, needs a rewatch, good score, idk how to rate this, they matched each other's freak, good editing, watched in santa barbara, every frame a painting, b&w",2025-04-01
2025-04-02,Frankenhooker,1990,https://boxd.it/9iuMPv,3.5,,"After a long night of hooking, trade didn’t like the session so he had gutted me and gave me super crack that exploded me… but I didn’t die, bitch, I crystallized… and now I’m a Frankenhooker bitch, ready for New Jersey","90s, so much fun, good styling, camp, gay halloween, halloween vibes, cunt classic, watched in santa barbara, good for her, smoke a j first, zombies, '85 - '95, nyc",2025-04-01
2025-04-03,Casablanca,1942,https://boxd.it/9iIajz,5,,"As I fill in my cinematic blind spots, I am watching movies that I “know” lots about because of their impact on culture. <i>Casablanca</i> is one of the most famous movies of all time, and I was intimidated to watch it because everyone says it’s perfect and I wasn’t sure if I could watch it “objectively” without that hanging over my head.

Maybe I’ve tricked myself into thinking I succeeded in evaluating it apart from its legacy, but good god was that a good movie. Despite its renown, I knew nothing about the plot and was on the edge of my seat the whole time. I couldn’t stop thinking about how different this movie would feel if you had no idea whether the Nazis would win the war. When La Marseillaise played I started crying. I need to watch more movies about WWII that were filmed during WWII!!

I knew that Humphrey Bogart and Ingrid Bergman were supposed to be incredible in this, but they exceeded my sky-high expectations anyway. At no point could I tell they were acting. Their chemistry is off the charts, which is made so much more impressive by their chemistry with everyone else on screen. 

This is shot and lit beautifully. Everything on screen is perfect. I am so impressed. Damn!","40s, national film registry, best director winner, best screenplay winner, best picture winner, good styling, good acting, beautiful, good cinematography, good dialogue, needs a rewatch, incredible performance, good score, idk how to rate this, bechdel fail, every frame a painting, watched in santa barbara, b&w",2025-04-02
2025-04-03,Cemetery Man,1994,https://boxd.it/9iPBwf,4.5,,"<i>“Twice. The third was faked.”</i>

People call this the best of Italian 90s horror so I guess I gotta get into Italian 90s horror now! Will you laugh if I say this is Lynchian?

Loved the practical effects but also loved the little blue floaty flame friends. I loved how Francisco’s idiosyncrasies lined up with this world. 

Everything really is about love, death, and a sharp Gabriette brown smoky eye","90s, !american, good dialogue, smoke a j first, gay halloween, halloween vibes, they matched each other's freak, watched in santa barbara, bechdel fail, zombies, '85 - '95",2025-04-02
2025-04-03,Blue Velvet,1986,https://boxd.it/9iWlZT,4,,I can recognize an autistic shawty getting his swag on any day,"80s, '85 - '95, beautiful, good dialogue, smoke a j first, criterion collection, incredible performance, needs a rewatch, idk how to rate this, watched in santa barbara, surrealism, hey that's the name of the movie",2025-04-02
2025-04-04,Blonde and Blonder,2008,https://boxd.it/9js2AT,2.5,,We watched Dee and Dawn figure out how to fly a plane in 45 seconds and were supposed to think they were stupid?!,"2000s, good styling, smoke a j first, camp, gay halloween, they matched each other's freak, '05 - '15",2025-04-03
2025-04-06,Gone Girl,2014,https://boxd.it/9kE3fZ,4.5,,"<i>“I am so sick of being picked apart by women!”</i>

Trent Reznor/Atticus Ross supremacy. Rosamund Pike and Ben Affleck and Carrie Coon rule.","2010s, incredible performance, they matched each other's freak, cunt classic, good for her, good acting, good cinematography",2025-04-05
2025-04-07,Fantastic Planet,1973,https://boxd.it/9lpzy9,3.5,,Tiwa drawing Terr’s eyelashes on herself :))),"70s, !american, !in english, janus films, criterion collection, beautiful, smoke a j first, idk how to rate this, good score, frankie core, surrealism",2025-04-06
2025-04-08,Portrait of a Lady on Fire,2019,https://boxd.it/9lTQmJ,4.5,,"<i>“After a while, you’ll see her when you think of me.”</i>","2010s, neon, criterion collection, !american, !in english, female writer, female director, hey that's the name of the movie, bechdel super pass, good styling, beautiful, good acting, good cinematography, eighteenth century",2025-04-07
2025-04-09,Mommie Dearest,1981,https://boxd.it/9mrQKT,3,,"Barbara, PLEASE! PLEASE, BARBARA!","80s, good styling, beautiful, female writer, camp, gay halloween, cunt classic, hey that's the name of the movie, STRESSFUL!",2025-04-08
2025-04-11,Possession,1981,https://boxd.it/9npdzd,4.5,,"I don’t think I really got it but I can see how I will get it the next time I watch it. Some parts were so gross that I fully closed my eyes and covered my ears

Isabelle Adjani really turnt it

A few big parallels with Nosferatu, and not just Adjani!","80s, good acting, good cinematography, !american, incredible performance, good score, bechdel fail, too gross, surrealism",2025-04-10
2025-04-12,Election,1999,https://boxd.it/9nOxwj,3.5,,"Took half a point off for sending Tracy to Georgetown instead of Wellesley, where she would have lived in Stone-D and taken cute pics by the lake","90s, criterion collection, good acting, feeling seen, something wellesley this way comes",2025-04-11
2025-04-12,HOMECOMING: A film by Beyoncé,2019,https://boxd.it/9nTAPj,,,"I watched this with Ana, Maxx, and Iris (and maybe Marglucy??) in an empty classroom in the art history department. The projector was huge and the speakers were so loud. We danced the whole time. Later that year we’d watch every new Game of Thrones episode in an empty classroom. Idk I’m nostalgic about college and miss that :)","2010s, so much fun, nostalgic <3",2019-10-01
2025-04-12,The Truman Show,1998,https://boxd.it/9nTDlh,4.5,,Jen White showed this to us in our postmodernism class and changed my life,90s,2016-09-01
2025-04-12,Poor Things,2023,https://boxd.it/9nTFSH,4.5,,Logging my old fandango history because I think it’s cute,"2020s, smoke a j first, incredible performance, best actress winner, w/ emily r, alamo drafthouse, good styling, good acting, beautiful, best costume design winner, theater, best makeup/hair styling winner",2023-12-22
2025-04-12,Napoleon,2023,https://boxd.it/9nTHER,3,,Logging my old fandango history because I think it’s cute,"2020s, w/ dad, alamo drafthouse, theater",2023-11-25
2025-04-12,Twilight,2008,https://boxd.it/9nTL99,3.5,,"Twilight movie party at Alamo <3 it was so fun to get to watch my mom join the cheers whenever Charlie was on screen. Wigs were even worse than I remembered. Kristin Stewart was so obviously gay it’s crazy. Mormon influences infinitely more obvious.

We went to Garden Creamery and the comic book store after","2000s, w/ mom, w/ emily, alamo drafthouse, '05 - '15",2023-12-27
2025-04-12,Barbie,2023,https://boxd.it/9nTWll,4,,Logging my old fandango history because I think it’s cute,"2020s, w/ emily, w/ henry, good styling, so much fun, beautiful, female writer, female director, good soundtrack, hey that's the name of the movie, something wellesley this way comes, theater",2023-07-19
2025-04-12,Barbie,2023,https://boxd.it/9nTXaX,4,Yes,Logging my old fandango history because I think it’s cute,"w/ dad, theater",2023-07-31
2025-04-12,Top Gun: Maverick,2022,https://boxd.it/9nTZGL,4,,Logging my old fandango history because I think it’s cute,"2020s, w/ mom, w/ dad, w/ emily, w/ henry, good cinematography, good soundtrack, nostalgic <3, theater",2022-06-12
2025-04-12,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/9nU0OB,2.5,,Logging my old fandango history because I think it’s cute,"2020s, theater",2022-05-08
2025-04-12,Spider-Man: No Way Home,2021,https://boxd.it/9nU1If,3,,Logging my old fandango history because I think it’s cute,"2020s, theater",2021-12-31
2025-04-12,Avengers: Endgame,2019,https://boxd.it/9nU5SX,3,,Logging my old fandango history because I think it’s cute,"2010s, w/ dad, w/ henry, w/ mom, w/ emily, theater",2019-04-28
2025-04-12,Vice,2018,https://boxd.it/9nU8oV,3.5,,"Watched this with dad at the Angelika after I’d had a bad day and he forced me to get out of the apartment with him and walk through shitty slush all the way up to soho. When we got there I was so happy and he had made me feel so much better. I love my dad.

Logging my old fandango history because I think it’s cute","2010s, good acting, w/ dad, i love my dad, theater",2018-12-27
2025-04-12,22 Jump Street,2014,https://boxd.it/9nUb0n,3.5,,I was looking through my fandango history and discovered that when this movie came out I saw it twice two days apart.,"2010s, theater",2014-06-12
2025-04-12,22 Jump Street,2014,https://boxd.it/9nUbmX,3.5,Yes,Logging my old fandango history because I think it’s cute,theater,2014-06-14
2025-04-13,Belle de Jour,1967,https://boxd.it/9o6uFN,5,,"<i>“What’s your name?” “Belle de Jour.” “Ah, perfect. I once had a cat named ‘Belle de Noir.’”
</i>
Watching this movie made me realize I <i>do</i> understand the difference between surrealism and postmodernism! It also made me understand <a href=""https://boxd.it/9fuxDd"" rel=""nofollow""><i>le charme discret de la bourgeoisie</i></a><i> </i>and now I want to rewatch it. 

Loved the constant cat comparisons, because male characters approached the comparison from a very different angle than Buñuel and the female characters did. I know that this is an adaptation of a novel, but I was so struck by how irreverently Buñuel treated everything except (1) Séverine’s sexuality and (2) the fashion. 

(1) I’m going to choose to believe that Belle de Jour lived entirely within Séverine’s mind, but had such a blast watching it all happen and trying to figure it out. The men’s emotional and intellectual impotence was skillfully juxtaposed with their confidence in their sexual desires, which made the characterization of the women all the more powerful. Buñuel stuck the landing with Marcel’s disgust with Séverine as soon as she revealed herself to be as sexually self-aware as he (do I need a Madonna-whore complex tag? Might make one). I enjoyed that the escorts were pragmatic about gendered dynamics, particularly within sex, but that Buñuel crafted their world such that they didn’t need to be pragmatic about anything else. I am grateful that this exploration of the harm that comes to women was not trauma porn. 

(2) Yves Saint Laurent has been my favorite designer of all time since I was 12 and dragged my dad to see his exhibit at the de Young three times in a row. I didn’t know why he #got me, but boy did he #get me. 7 years later I would drag my dad throughout Marrakech to see the various Saint Laurent exhibits. His work in this film is a master class. The way he plays with color alone deserves treatises and encyclopedias and songs and Nobel prizes. Séverine’s patent leather coat actually took my breath away

On my <a href=“https://letterboxd.com/katswnt/list/could-be-in-my-top-4/”>”Could be in my top 4” list</a>","60s, janus films, criterion collection, fashion history, !american, !in english, good acting, good styling, beautiful, good cinematography, surrealism, hey that's the name of the movie, madonna-whore complex, hair and makeup masterclass",2025-04-12
2025-04-13,All About Eve,1950,https://boxd.it/9olR4l,5,,"<i>“As it happens, there are particular aspects of my life for which I would like to maintain sole rights and privileges!” “For instance, what?” “For instance, you!”</i>

Every second of this movie feels so fresh and contemporary that I couldn’t believe it. Hearing Bette Davis cry out that some months ago she had turned <i>forty!</i> reminds you that the more things change the more they stay the same. This is the kind of movie that makes me feel really close to the rest of humanity. 75 years ago people spent nights partying with their friends that they get annoyed by and thinking of quippy things to say and wondering if that girl is trying to steal your boyfriend or if you’re jealous and fluffing your hair when you’re nervous. I understand why this is so well-loved, I love it too.

I leaned forward the first time Eve met Margo and didn’t disengage for the rest of the movie. I loved that Eve is a fantastic storyteller. I think it does a marvelous job at introducing doubt to the viewer without making the characters in the movie suspicious; we know Eve wins an acting award and that Margo doesn’t clap for her, so we know Eve can act and that things soured between them, so we see duplicity in Eve that no one else can. I think it’s amazing that we can buy that she’s being honest because of how talented Anne Baxter is, but that we can doubt her honesty because of how talented Eve Harrington is. Genius. 

Bette Davis is everything. She perfectly plays the kind of dramatic woman who can’t help but speak with her face even though she knows it betrays her insecurities. The way she snuffed every cigarette after smoking maaaaybe 7% of it rocked. Her single earring rocked. Her eyes and eyebrows rocked. I expect that it would be hard to command the screen in a role where you were insecure about losing your stardom and job to someone else, but Bette Davis threads that needle perfectly.

Celeste Holm, Ritter, and Marilyn Monroe (!) turnt it too. I’d you haven’t seen this movie, you really should fix that asap. I promise it isn’t old and inaccessible!!

On my <a rel=""nofollow"">”Could be in my top 4” list</a>","50s, criterion collection, national film registry, hey that's the name of the movie, best picture winner, best director winner, best screenplay winner, best costume design winner, good acting, good styling, so much fun, good cinematography, good dialogue, incredible performance, camp, cunt classic, bay area mentioned, b&w, nyc",2025-04-12
2025-04-13,I Married a Witch,1942,https://boxd.it/9oxUYl,3,,"<i>“Oh, running off to war like a coward!”</i>

Veronica Lake is the most charismatic woman to ever grace the screen. I love that they did the “one bed at the inn” trope","40s, good styling, malleus maleficarum, good cinematography, good dialogue, criterion collection, gay halloween, halloween vibes, janus films, bechdel fail, b&w",2025-04-12
2025-04-14,Sunset Boulevard,1950,https://boxd.it/9oSc3d,4.5,,<i>“How could she breathe in that house so crowded with Norma Desmonds?”</i>,"50s, national film registry, best screenplay winner, best original score winner, good cinematography, good acting, beautiful, good dialogue, incredible performance, cunt classic, b&w, hey that's the name of the movie, movie about making movies",2025-04-13
2025-04-15,A Simple Favor,2018,https://boxd.it/9pNP3F,2,,"<i>“It’s so hard to get kids to eat their vegetables!”</i>

An ad for Aviation Gin, Christian Louboutin, and Subaru. Shot like a menstrual pad commercial. Incredibly vexing dialogue decisions. Bizarre acting decisions with occasional payoff. Knows what it is and really commits, which I liked. I love a balls to the wall story about ladies, but wish it was only about the ladies.","2010s, they matched each other's freak, hey that's the name of the movie, female writer",2025-04-14
2025-04-16,Elvira: Mistress of the Dark,1988,https://boxd.it/9qjl77,3,,Puss and boobs,"80s, smoke a j first, camp, gay halloween, halloween vibes, something wellesley this way comes, malleus maleficarum, female writer, '85 - '95, massholes",2025-04-15
